,Unnamed: 0,timestamp,longitude,latitude,phone_brand_en,gender,age_segment,location,neigbourhood_numbers
589,589,2018-05-24 00:00:00,-79.30158,43.6908,Halictus,F,120-140,Taylor-Massey,61
590,590,2018-05-28 00:00:00,-79.35249,43.732659999999996,Halictus,F,140-160,Banbury-Don Mills,42
591,591,2018-06-29 00:00:00,-79.35249,43.732659999999996,Halictus,F,140-160,Banbury-Don Mills,42
592,592,2018-05-27 00:00:00,-79.54159,43.65052,Halictus,F,120-140,Islington-City Centre West,14
593,593,2018-05-27 00:00:00,-79.4632,43.7291,Halictus,F,160+,Downsview-Roding-CFB,26
594,594,2018-05-24 00:00:00,-79.281763,43.68738,Halictus,F,120-140,Birchcliffe-Cliffside,122
595,595,2018-05-24 00:00:00,-79.281763,43.68738,Halictus,F,120-140,Birchcliffe-Cliffside,122
596,596,2018-05-27 00:00:00,-79.4632,43.7291,Halictus,F,160+,Downsview-Roding-CFB,26
597,597,2018-05-27 00:00:00,-79.50723,43.63919,Halictus,F,100-120,Stonegate-Queensway,16
598,598,2018-05-23 00:00:00,-79.48539,43.65797,Halictus,F,100-120,Runnymede-Bloor West Village,89
599,599,2018-05-16 00:00:00,-79.31995,43.68951,Colletes,F,120-140,Danforth East York,59
600,600,2018-05-19 00:00:00,-79.50723,43.63919,Colletes,F,100-120,Stonegate-Queensway,16
601,601,2018-05-19 00:00:00,-79.50723,43.63919,Colletes,F,100-120,Stonegate-Queensway,16
602,602,2018-05-23 00:00:00,-79.54741999999999,43.59366,Colletes,F,80-100,Alderwood,20
603,603,2018-05-27 00:00:00,-79.50723,43.63919,Colletes,F,100-120,Stonegate-Queensway,16
604,604,2018-05-23 00:00:00,-79.50723,43.63919,Colletes,F,100-120,Stonegate-Queensway,16
605,605,2018-05-20 00:00:00,-79.31995,43.68951,Colletes,F,120-140,Danforth East York,59
606,606,2018-05-19 00:00:00,-79.4335,43.66791,Colletes,F,120-140,Dovercourt-Wallace Emerson-Junction,93
607,607,2018-05-27 00:00:00,-79.50723,43.63919,Colletes,F,100-120,Stonegate-Queensway,16
608,608,2018-05-31 00:00:00,-79.46369,43.64654,Colletes,F,80-100,High Park-Swansea,87
609,609,2018-05-24 00:00:00,-79.31995,43.68951,Colletes,F,120-140,Danforth East York,59
610,610,2018-05-31 00:00:00,-79.55324,43.6423,Colletes,F,140-160,Islington-City Centre West,14
611,611,2018-05-27 00:00:00,-79.50723,43.63919,Colletes,F,100-120,Stonegate-Queensway,16
612,612,2018-05-19 00:00:00,-79.46369,43.64654,Colletes,F,80-100,High Park-Swansea,87
613,613,2018-05-24 00:00:00,-79.31995,43.68951,Colletes,F,120-140,Danforth East York,59
614,614,2018-05-23 00:00:00,-79.39437,43.695890000000006,Colletes,F,140-160,Mount Pleasant East,99
615,615,2018-05-24 00:00:00,-79.281763,43.68738,Colletes,F,120-140,Birchcliffe-Cliffside,122
616,616,2018-06-01 00:00:00,-79.281763,43.68738,Colletes,F,120-140,Birchcliffe-Cliffside,122
617,617,2018-05-27 00:00:00,-79.48689,43.65057,Colletes,F,100-120,Lambton Baby Point,114
618,618,2018-06-04 00:00:00,-79.54159,43.65052,Hylaeus,M,120-140,Islington-City Centre West,14
619,619,2018-05-27 00:00:00,-79.41866,43.66111,Hylaeus,M,100-120,Palmerston-Little Italy,80
620,620,2018-05-16 00:00:00,-79.31995,43.68951,Bombus,Q,120-140,Danforth East York,59
621,621,2018-05-23 00:00:00,-79.4335,43.66791,Lasioglossum?,,120-140,Dovercourt-Wallace Emerson-Junction,93
622,622,2018-05-31 00:00:00,-79.4335,43.66791,Unknown,,120-140,Dovercourt-Wallace Emerson-Junction,93
623,623,2018-06-29 00:00:00,-79.48689,43.65057,Lasioglossum?,,100-120,Lambton Baby Point,114
624,624,2018-05-28 00:00:00,-79.30445999999999,43.69999,Bombus,Q,120-140,O'Connor-Parkview,54
625,625,2018-05-27 00:00:00,-79.54741999999999,43.59366,Bombus,Q,80-100,Alderwood,20
626,626,2018-05-31 00:00:00,-79.41866,43.66111,Unknown,,100-120,Palmerston-Little Italy,80
627,627,2018-07-20 00:00:00,-79.46369,43.64654,Unknown,,80-100,High Park-Swansea,87
628,628,2018-08-10 00:00:00,-79.32925999999999,43.67239,Bombus,F,80-100,South Riverdale,70
629,629,2018-08-10 00:00:00,-79.41351999999999,43.71835,Bombus,F,160+,Lawrence Park South,103
